,name,p_np,smile,ExactMass,CID,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,XLogP
1584,taniplon,1,C2=C(C1=NOC(=N1)C)N=C3[N]2C4=C(C(=N3)OC)CCCC4,285.12257474,3086516.0,384.0,0.0,0.0,6.0,3.0
1585,tasosartan,1,C3=C(CN2C1=NC(=NC(=C1CCC2=O)C)C)C=CC(=C3)C4=CC=CC=C4C5=N[NH]N=N5,411.18075832,60919.0,625.0,0.0,1.0,6.0,3.0
1586,tazomeline,1,C(SC1=NSN=C1C2=CCCN(C2)C)CCCCC,297.13334009,131460.0,296.0,0.0,0.0,5.0,3.8
1587,tefludazine,1,[C@@H]2(C3=C([C@H](C1=CC=C(C=C1)F)C2)C=CC(=C3)C(F)(F)F)N4CCN(CCO)CC4,408.18247604,71240.0,529.0,0.0,1.0,7.0,3.7
1588,teflutixol,1,C1=C(C(F)(F)F)C=CC3=C1C(C2=C(C=C(F)C=C2)S3)CCCN4CCN(CCO)CC4,454.17019728,68751.0,572.0,0.0,1.0,8.0,4.6
1589,tenilsetam,1,C2=C(C1C(NCCN1)=O)SC=C2,182.05138412,65649.0,186.0,0.0,2.0,3.0,0.3
1590,tepirindole,1,C3=C(C1=CCN(CCC)CC1)C2=CC(=CC=C2[NH]3)Cl,274.1236763,68915.0,342.0,0.0,1.0,1.0,3.8
1591,terguride,1,[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)NC(N(CC)CC)=O)C,340.22631153,443951.0,494.0,0.0,2.0,2.0,2.5
1592,tetrabarbital,1,C(C1(C(CCC)CC)C(NC(=O)NC1=O)=O)C,240.14739250,101534.0,319.0,0.0,2.0,3.0,2.6
1593,tetrabenazine(tetrabenzine),1,C1=C(OC)C(=CC3=C1C2N(CC(CC(C)C)C(C2)=O)CC3)OC,317.19909372,6018.0,425.0,0.0,0.0,4.0,2.9
1594,tetrantoin,1,C1=CC=CC2=C1CC3(CC2)NC(=O)NC3=O,216.089877630,71726.0,342.0,0.0,2.0,2.0,1.2
1595,thalidomide,1,C1=CC=CC3=C1C(N(C2C(NC(=O)CC2)=O)C3=O)=O,258.06405680,5426.0,449.0,0.0,1.0,4.0,0.3
1596,thebacon,1,C1=CC(=C4C2=C1CC5C3C2(C(C(=CC3)OC(C)=O)O4)CCN5C)OC,341.16270821,10075.0,619.0,0.0,0.0,5.0,2.4
1597,thialbarbital,1,C(C2(C1CCCC=C1)C(NC(=S)NC2=O)=O)C=C,264.09324893,3032306.0,422.0,0.0,2.0,3.0,2.4
1598,thiamylal,1,C(C1(C(NC(=S)NC1=O)=O)C(CCC)C)C=C,254.10889899,3032285.0,346.0,0.0,2.0,3.0,3.2
1599,thiazesim(tiazesim),1,C1=CC=CC2=C1N(C(CC(S2)C3=CC=CC=C3)=O)CCN(C)C,326.14528450,22107.0,395.0,0.0,0.0,3.0,3.1
1600,thiopropazate,1,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(C)=O)CC4,445.1590760,6762.0,561.0,0.0,0.0,6.0,4.8
1601,thioproperazine,1,C1=CC=CC2=C1N(C3=C(S2)C=CC(=C3)[S](N(C)C)(=O)=O)CCCN4CCN(CC4)C,446.18101856,9429.0,661.0,0.0,0.0,7.0,3.7
1602,thozalinone(tozalinone),1,C1=CC=CC=C1C2OC(=NC2=O)N(C)C,204.089877630,12602.0,280.0,0.0,0.0,2.0,1.5
1603,tiagabine,1,[C@@H]3(CN(CCC=C(C1=C(C=CS1)C)C2=C(C=CS2)C)CCC3)C(O)=O,375.13267139,60648.0,474.0,0.0,1.0,5.0,2.7
1604,tianeptine,1,C1=CC(=CC2=C1C(C3=C(N(C)[S]2(=O)=O)C=CC=C3)NCCCCCCC(O)=O)Cl,436.1223562,68870.0,654.0,0.0,2.0,6.0,1.2
1605,tienocarbine,1,C1=C4C(=C2C(=C1)SC=C2C)C3=C(CCN(C3)C)[NH]4,256.10341969,71140.0,335.0,0.0,1.0,2.0,3.3
1606,tifemoxone,1,C2=C(OCC1OC(NCC1)=S)C=CC=C2,223.06669983,3033964.0,217.0,0.0,1.0,3.0,2.4
1607,tilidine,1,[H+].C2=C(C1(C(N(C)C)C=CCC1)C(OCC)=O)C=CC=C2.[Cl-],309.1495567,91996283.0,358.0,0.0,1.0,4.0,
1608,timelotem,1,C1=C(F)C=CC2=C1N4C(CN=C2C3=CC=CS3)CN(C)CC4,315.12054692,65844.0,444.0,0.0,0.0,5.0,3.2
1609,timiperone,1,C1=CC=CC4=C1N(C3CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N4)=S,397.16241173,3033151.0,558.0,0.0,1.0,4.0,4.3
1610,timirdine,1,C2=C(N1C(SCC1)=N)C(=CC(=C2)Cl)N,227.0283962,3063289.0,236.0,0.0,2.0,3.0,2.0
1611,timobesone-acetate,1,[C@H]12[C@@](C(OC(=O)C)([C@H](C1)C)C(SC)=O)(C[C@H](O)C3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C,450.18762342,3033679.0,914.0,0.0,1.0,7.0,3.3
1612,tinidazole,1,C1=C([N](CC[S](CC)(=O)=O)C(=N1)C)[N+](=O)[O-],247.06267708,5479.0,345.0,0.0,0.0,5.0,-0.4
1613,tiomergine,1,C5=C2C1=C([NH]C=C1CC4C2=CC(CSC3=NC=CC=C3)CN4C)C=C5,347.14561886,42610.0,521.0,0.0,1.0,3.0,3.6
1614,tioperidone,1,C4=C(N3CCN(CCCCN2C(C1=C(C=CC=C1)NC2=O)=O)CC3)C(=CC=C4)SCCC,452.22459745,40460.0,625.0,0.0,1.0,5.0,4.4
1615,tiospirone,1,C2=C1C(=NSC1=CC=C2)N5CCN(CCCCN3C(CC4(CC3=O)CCCC4)=O)CC5,440.22459745,55752.0,640.0,0.0,0.0,6.0,4.3
1616,tipredane,1,[C@]23([C@H]([C@H]1[C@]([C@@](SCC)(SC)CC1)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)F,410.17495074,6917939.0,721.0,0.0,1.0,5.0,4.3
1617,tisocromide,1,C1=C(OC)C(=CC2=C1[S](OC(C2)C(NC(CC(N(C)C)(C)C)C)=O)(=O)=O)OC,414.18245785,65789.0,645.0,0.0,1.0,7.0,2.0
1618,tixadil,1,C1=CC=CC=C1CC(C)NCCC3C2=C(C=CC=C2)SC4=C3C=CC=C4,359.17077098,178145.0,396.0,0.0,1.0,2.0,6.1
1619,tixocortol,1,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@@H](O)C[C@@]3([C@](C(CS)=O)(O)CC4)C,378.18648061,162955.0,688.0,0.0,3.0,5.0,2.0
1620,tixocortol-pivalate,1,[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C,462.24399548,15052414.0,872.0,0.0,2.0,6.0,3.6
1621,tofenacin,1,C2=C(C(C1=CC=CC=C1)OCCNC)C(=CC=C2)C,255.162314293,25315.0,237.0,0.0,1.0,2.0,3.3
1622,tofisopam,1,C1=C(OC)C(=CC2=C1C(=NN=C(C2CC)C)C3=CC=C(C(=C3)OC)OC)OC,382.18925731,5502.0,579.0,0.0,0.0,6.0,3.2
1623,toloxychlorinol,1,C1=CC=CC(=C1OCC(COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O)C,475.909940,71215.0,389.0,0.0,2.0,5.0,4.7
1624,tolpiprazole,1,C1=C(C=CC=C1N3CCN(CCC2=N[NH]C(=C2)C)CC3)C,284.20009678,3084338.0,314.0,0.0,1.0,3.0,2.9
1625,tolquinzole,1,C1=C(C)C=CC2=C1C3N(CC2)CCC(C3)(CC)O,245.177964357,3083943.0,306.0,0.0,1.0,2.0,2.8
1626,tolufazepam,1,C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](C3=CC=C(C)C=C3)(=O)=O)=O)C4=CC=CC=C4Cl,486.0571691,65647.0,805.0,0.0,0.0,4.0,4.6
1627,tonazocine,1,[C@]1([C@]2(C3=C(C[C@@H]1N(CC2)C)C=CC(=C3)O)C)(CCC(=O)CCCCC)C,357.266779359,72177.0,506.0,0.0,1.0,3.0,5.0
1628,topiramate,1,[C@@]23([C@H]([C@H]1[C@H](OC(O1)(C)C)CO2)OC(O3)(C)C)CO[S](N)(=O)=O,339.09878780,5284627.0,556.0,0.0,1.0,9.0,-0.8
1629,tracazolate,1,C1=N[N](C2=C1C(=C(C(=N2)C)C(OCC)=O)NCCCC)CC,304.18992602,5522.0,366.0,0.0,1.0,5.0,3.5
1630,tralonide,1,[C@]12(OC(O[C@@H]1CC3C2(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)CF,488.1332711,30606.0,966.0,0.0,0.0,6.0,5.0
1631,tramadol,1,[C@H]1([C@](O)(CCCC1)C2=CC(=CC=C2)OC)CN(C)C.[H+].[Cl-],299.1652068,67108333.0,282.0,0.0,2.0,4.0,
1632,trebenzomine,1,C1=CC=CC2=C1CC(N(C)C)C(O2)C,191.131014166,32142.0,193.0,0.0,0.0,2.0,2.5
1633,trefentanil,1,[H+].C4=C(C2(N(C1=C(F)C=CC=C1)C(=O)CC)CCN(CC2)CCN3N=NN(C3=O)CC)C=CC=C4.[Cl-],502.2259301,91995893.0,735.0,0.0,1.0,7.0,
1634,triamcinolone-benetonide,1,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C(CNC(C6=CC=CC=C6)=O)C)=O)=O,623.28944546,62963.0,1340.0,0.0,2.0,9.0,4.6
1635,triamcinolone-furetonide,1,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,578.23159623,62964.0,1270.0,0.0,1.0,9.0,5.5
1636,tribromoethanol,1,BrCC(O)(Br)Br,281.77135,21917377.0,44.0,0.0,1.0,1.0,1.9
1637,tricetamide,1,C1=C(C(=C(C=C1C(NCC(N(CC)CC)=O)=O)OC)OC)OC,324.16852187,67763.0,373.0,0.0,1.0,5.0,1.4
1638,triclodazol,1,C3=C(C2(C1=CC=CC=C1)C(N(C(C(Cl)(Cl)Cl)O)CN2)=O)C=CC=C3,384.019911,3083540.0,439.0,0.0,2.0,3.0,4.3
1639,triclofos,1,O=[P](O)(OCC(Cl)(Cl)Cl)O,227.891279,5563.0,147.0,0.0,2.0,4.0,0.3
1640,triclonide,1,[C@H]23C([C@@]1(OC(O[C@@H]1C2)(C)C)C(=O)CCl)(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C,504.103721,33627.0,965.0,0.0,0.0,5.0,5.3
1641,trimetrexate,1,C1=C3C(=C(C(=C1)CNC2=CC(=C(C(=C2)OC)OC)OC)C)C(=NC(=N3)N)N,369.18008961,5583.0,457.0,0.0,3.0,8.0,2.5
1642,trizoxime,1,C3=C2N(CC1=CC=CC=C1)C(=O)\C(NNC2=CC=C3)=C(\N)N=O,309.12257474,3047751.0,427.0,0.0,4.0,3.0,3.3
1643,trocimine,1,C2=C(C(N1CCCCCCC1)=O)C=C(OC)C(=C2OC)OC,307.17835828,26650.0,328.0,0.0,0.0,4.0,3.0
1644,tryptophan(l-tryptophan),1,N[C@@H](CC1=C[NH]C2=CC=CC=C12)C(=O)O,204.089877630,6305.0,245.0,0.0,3.0,3.0,-1.1
1645,uldazepam,1,C1=C(Cl)C=CC2=C1C(=NCC(=N2)NOCC=C)C3=CC=CC=C3Cl,359.0592175,34274.0,509.0,0.0,1.0,3.0,3.9
1646,umespirone,1,C4=C(N3CCN(CCCCN1C(C2C(C(C1=O)C(=O)N(C2=O)CCCC)(C)C)=O)CC3)C(=CC=C4)OC,512.29987039,65902.0,831.0,0.0,0.0,7.0,3.4
1647,urethane,1,NC(=O)OCC,89.047678466,5641.0,52.0,0.0,1.0,2.0,-0.2
1648,valaciclovir,1,[C@@H](N)(C(OCCOC[N]1C2=C(N=C1)C(=O)N=C(N2)N)=O)C(C)C,324.15460314,135398742.0,483.0,0.0,3.0,7.0,-0.9
1649,valdipromide,1,C(C(C(N)=O)(CCC)CCC)CC,185.177964357,68689.0,137.0,0.0,1.0,1.0,3.2
1650,valganciclovir(RS790702),1,[C@@H](N)(C(OCC(OC[N]1C2=C(N=C1)C(=O)N=C(N2)N)CO)=O)C(C)C,354.16516782,135413535.0,528.0,0.0,4.0,8.0,-1.5
1651,valproatepivoxil,1,C(C(C(OCOC(C(C)(C)C)=O)=O)CCC)CC,258.18310931,71160.0,260.0,0.0,0.0,4.0,4.3
1652,valtrate,1,[C@@]13([C@@H]2C(=C[C@@H]1OC(CC(C)C)=O)C(=CO[C@H]2OC(CC(C)C)=O)COC(C)=O)CO3,422.19406791,442436.0,765.0,0.0,0.0,8.0,1.8
1653,velnacrine,1,C1=CC=CC2=C1C(=C3C(=N2)CCCC3O)N,214.110613074,3655.0,258.0,0.0,2.0,3.0,1.4
1654,venlafaxine,1,C1=CC(=CC=C1C(C2(CCCCC2)O)CN(C)C)OC,277.204179104,5656.0,279.0,0.0,1.0,3.0,2.9
1655,veralipride,1,C1=C([S](N)(=O)=O)C=C(C(=C1C(NCC2N(CCC2)CC=C)=O)OC)OC,383.15149208,47979.0,592.0,0.0,2.0,7.0,0.8
1656,vigabatrin,1,C(C(C=C)N)CC(O)=O,129.078978594,5665.0,112.0,0.0,2.0,3.0,-2.2
1657,viloxazine,1,C1=CC=CC(=C1OCC2CNCCO2)OCC,237.13649347,5666.0,213.0,0.0,1.0,4.0,1.5
1658,vinyl-ether,1,C(=C)OC=C,70.041864811,8024.0,32.0,0.0,0.0,1.0,1.3
1659,vitamine(alpha-tocopherol),1,[C@]2(OC1=C(C(=C(C(=C1CC2)C)O)C)C)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,430.381080833,14985.0,503.0,0.0,1.0,2.0,10.7
1660,xaliproden,1,C1=C(C(F)(F)F)C=CC=C1C2=CCN(CC2)CCC4=CC3=CC=CC=C3C=C4,381.17043419,128919.0,541.0,0.0,0.0,4.0,6.2
1661,xanthiol,1,OCCCN4CCN(CCCC2c1ccccc1Sc3ccc(Cl)cc23)CC4,416.1689124,28361.0,474.0,0.0,1.0,4.0,4.6
1662,xorphanol,1,[C@]135[C@H]([C@H](N(CC1)CC2CCC2)CC4=C3C=C(O)C=C4)[C@H](CC(C5)=C)C,337.240564612,5488631.0,540.0,0.0,1.0,2.0,5.0
1663,xylazine,1,C1=C(C(=C(C=C1)C)NC2=NCCCS2)C,220.10341969,5707.0,230.0,0.0,1.0,2.0,2.8
1664,zafuleptine,1,C1=CC(=CC=C1CNC(C(C)C)CCCCCC(O)=O)F,295.19475723,68789.0,289.0,0.0,2.0,4.0,1.6
1665,zalospirone,1,[C@H]14[C@H]([C@@H]2[C@@H]3[C@H]([C@H]1C=C2)C=C3)C(=O)N(C4=O)CCCCN6CCN(C5=NC=CC=N5)CC6,419.23212518,163925.0,743.0,0.0,0.0,6.0,1.4
1666,zetidoline,1,C1=C(C=CC=C1N3C(N(CCN2CC(C)(C)C2)CC3)=O)Cl,307.1451400,72155.0,393.0,0.0,0.0,2.0,2.7
1667,ziprasidone,1,C1=CC=CC2=C1C(=NS2)N5CCN(CCC4=CC3=C(NC(C3)=O)C=C4Cl)CC5,412.1124602,60854.0,573.0,0.0,1.0,5.0,4.0
1668,zolazepam,1,C1=CC=CC(=C1C2=NCC(N(C3=C2C(=N[N]3C)C)C)=O)F,286.12298928,35775.0,455.0,0.0,0.0,4.0,1.7
1669,zoloperone,1,C4=C(C3=C(CCN2CCN(C1=C(C=CC=C1)OC)CC2)OC(N3)=O)C=CC(=C4)F,397.18016980,68696.0,598.0,0.0,1.0,6.0,3.3
1670,zoniclezole,1,C1=C(Cl)C=CC2=C1C(=NO2)C([N]3C=CN=C3)C,247.0512396,60745.0,279.0,0.0,0.0,3.0,2.5
1671,zopiclone,1,C1=CC(=CN=C1N2C(C3=C(C2=O)N=CC=N3)OC(N4CCN(C)CC4)=O)Cl,388.1050661,5735.0,573.0,0.0,0.0,7.0,0.5
1672,zotepine,1,C1=C(Cl)C=CC2=C1C(=CC3=C(S2)C=CC=C3)OCCN(C)C,331.0797631,5736.0,401.0,0.0,0.0,3.0,4.8
1673,zylofuramine,1,[C@@H]1(CCCO1)[C@@H](CC2=CC=CC=C2)NCC,219.162314293,71129.0,189.0,0.0,1.0,2.0,2.6
1674,aceprometazine,1,C1=CC2=C(C=C1)SC3=C(N2CC(C)N(C)C)C=C(C=C3)C(=O)C,326.14528450,26035.0,428.0,0.0,0.0,4.0,4.3
1675,adinazolam,1,C1=CC(=CC3=C1[N]2C(=NN=C2CN(C)C)CN=C3C4=CC=CC=C4)Cl,351.1250733,37632.0,490.0,0.0,0.0,4.0,1.6
1676,albutoin,1,C(N1C(C(CC(C)C)NC1=S)=O)C=C,212.09833431,3032361.0,263.0,0.0,1.0,2.0,2.1
1677,alclometasone,1,[C@H]24[C@H]1[C@@]([C@](O)([C@@H](C1)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]3(C(=CC(=O)C=C3)C[C@H]4Cl)C)C,408.1703517,5311000.0,790.0,0.0,3.0,5.0,2.2
1678,aletamine(alfetamine),1,C1=C(CC(CC=C)N)C=CC=C1,161.120449483,20254.0,125.0,0.0,1.0,1.0,2.5
1679,algestone,1,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)CC[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,346.21440943,11687.0,667.0,0.0,2.0,4.0,2.7
1680,alimemazine,1,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,298.15036988,5574.0,311.0,0.0,0.0,3.0,4.7
1681,alpertine,1,C1=C(OC)C(=CC2=C1C(=C(C(OCC)=O)[NH]2)CCN4CCN(C3=CC=CC=C3)CC4)OC,437.23145648,166547.0,592.0,0.0,1.0,6.0,4.4
1682,alphaprodine(betaprodine),1,C2=C(C1(C(CN(C)CC1)C)OC(CC)=O)C=CC=C2,261.172878976,6471.0,312.0,0.0,0.0,3.0,2.8
1683,alpidem,1,C3=C(C1=C([N]2C(=N1)C=CC(=C2)Cl)CC(N(CCC)CCC)=O)C=CC(=C3)Cl,403.1218178,54897.0,478.0,0.0,0.0,2.0,4.8
1684,amebucort,1,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)[C@H](C2)C)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CCC)=O,488.27740361,3086167.0,953.0,0.0,1.0,7.0,4.1
1685,amedalin,1,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23,294.173213330,31075.0,391.0,0.0,1.0,2.0,3.2
1686,amfonelic-acid,1,C1=CC(=NC2=C1C(C(=CN2CC)C(O)=O)=O)CC3=CC=CC=C3,308.11609238,2137.0,497.0,0.0,1.0,5.0,3.0
1687,amiflamine,1,[C@@H](O)([C@@H](O)C(=O)O)C(=O)O.[C@@H](N)(CC1=CC=C(N(C)C)C=C1C)C,342.17908655,15942716.0,302.0,0.0,5.0,8.0,
1688,aminoglutethimide,1,C1=CC(=CC=C1C2(C(NC(=O)CC2)=O)CC)N,232.121177757,2145.0,321.0,0.0,2.0,3.0,1.2
1689,aminopromazine,1,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)N(C)C,327.17691898,19392.0,352.0,0.0,0.0,4.0,4.8
1690,amiperone,1,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N(C)C)=O)Cl,430.1823340,71101.0,576.0,0.0,0.0,4.0,3.5
1691,amoxapine,1,C1=C(Cl)C=CC2=C1C(=NC3=C(O2)C=CC=C3)N4CCNCC4,313.0981898,2170.0,424.0,0.0,1.0,3.0,2.6
1692,anisopirol,1,C3=C(N2CCN(CCCC(C1=CC=C(F)C=C1)O)CC2)C(=CC=C3)OC,358.20565627,13333.0,396.0,0.0,1.0,5.0,3.5
1693,aptazapine,1,[N]12C(=CC=C1)C4N(C3=C(C2)C=CC=C3)CCN(C4)C.O=C(O)\C=C/C(=O)O,-1,,,,,,
1694,arfendazam,1,C1=C(Cl)C=CC3=C1N(C2=CC=CC=C2)C(CCN3C(OCC)=O)=O,344.0927701,65803.0,467.0,0.0,0.0,3.0,3.3
1695,asimadoline,1,[C@H](N(C(C(C1=CC=CC=C1)C2=CC=CC=C2)=O)C)(C3=CC=CC=C3)CN4CC[C@@H](C4)O,414.230728204,179340.0,531.0,0.0,1.0,3.0,4.1
1696,atibeprone,1,C2=C(OCC1=NN=C(S1)C(C)C)C=CC3=C2OC(=O)C(=C3C)C,330.10381361,179342.0,494.0,0.0,0.0,6.0,3.3
1697,atropine(hyoscyamine),1,C1=CC=CC=C1C(C(OC2CC3N(C)C(C2)CC3)=O)CO,289.16779360,3661.0,353.0,0.0,1.0,4.0,1.8
1698,bazinaprine,1,C1=C(C(=NN=C1C2=CC=CC=C2)NCCN3CCOCC3)C#N,-1,,,,,,
1699,beclomethasonedipropionate(beclometasone-dipropionate),1,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(Cl)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O,520.2227812,21700.0,1050.0,0.0,1.0,7.0,3.0
1700,befuraline,1,C3=C(C(N2CCN(CC1=CC=CC=C1)CC2)=O)OC4=C3C=CC=C4,320.152477885,68664.0,427.0,0.0,0.0,3.0,3.6
1701,beloxepin,1,[C@@H]24[C@@](C1=CC=CC=C1OC3=C(C=CC=C23)C)(CCN(C4)C)O,295.157228913,166560.0,414.0,0.0,1.0,3.0,2.8
1702,benmoxin,1,C2=C(C(NNC(C1=CC=CC=C1)=O)C)C=CC=C2,240.126263138,71671.0,255.0,0.0,2.0,2.0,2.9
1703,benzobarbital,1,C1=CC=CC=C1C3(C(N(C(C2=CC=CC=C2)=O)C(=O)NC3=O)=O)CC,336.11100700,12938.0,576.0,0.0,1.0,4.0,3.3
1704,benzoclidine,1,C3=C(C(OC1C2CCN(C1)CC2)=O)C=CC=C3,231.125928785,65630.0,278.0,0.0,0.0,3.0,2.4
1705,benzoctamine,1,C1=CC=C2C(=C1)C3C4=C(C2(CNC)CC3)C=CC=C4,249.151749610,28425.0,313.0,0.0,1.0,1.0,3.7
1706,benzphetamine(benzfetamine),1,C1=CC(=CC=C1)CC(N(C)CC2=CC=CC=C2)C,239.167399674,2341.0,214.0,0.0,0.0,1.0,4.1
1707,besipirdine,1,[H+].C1=CC3=C([N]1N(C2=CC=NC=C2)CCC)C=CC=C3.[Cl-],287.1189253,91991614.0,275.0,0.0,1.0,3.0,
1708,betamethadol,1,C2=C(C(CC(N(C)C)C)(C(CC)O)C1=CC=CC=C1)C=CC=C2,311.224914549,28397.0,311.0,0.0,1.0,2.0,3.7
1709,betamethasone-acetate(dexamethasone-acetate),1,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(C)=O)=O)OC(C(C)C)=O,504.25233168,111080.0,1060.0,0.0,1.0,8.0,3.7
1710,betamethasone-dipropionate(dexamethasone-dipropionate),1,[C@H]34[C@H]2[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@@H](O)C[C@@]3([C@](C(COC(C)=O)=O)(O)[C@H](C4)C)C)F,434.21046687,443967.0,910.0,0.0,2.0,7.0,2.8
1711,betamethasone-valerate,1,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O,504.25233168,21800.0,1050.0,0.0,1.0,8.0,3.6
1712,bifemelane,1,[H+].C2=C(CC1=CC=CC=C1)C(=CC=C2)OCCCCNC.[Cl-],-1,0.0,,,,,
1713,binedaline,1,C2=C(C1=C(C=CC=C1)[N]2N(CCN(C)C)C)C3=CC=CC=C3,293.189197746,42510.0,338.0,0.0,0.0,2.0,4.2
1714,brallobarbital,1,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(=C)Br,285.99530,68416.0,370.0,0.0,2.0,3.0,1.5
1715,brifentanil,1,[C@@H]3(N(C1=C(C=CC=C1)F)C(COC)=O)[C@@H](CN(CCN2C(N(CC)N=N2)=O)CC3)C,420.22851697,60672.0,636.0,0.0,0.0,7.0,2.7
1716,brofaromine,1,C2=C(C1CCNCC1)OC3=C2C=C(OC)C=C3Br,309.03644,44571.0,283.0,0.0,1.0,3.0,3.1
1717,bromamid,1,C1=CC(=CC=C1NCCC(N(C)C)=O)Br,270.03678,68839.0,201.0,0.0,1.0,2.0,2.6
1718,bromodiphenhydramine(bromazine),1,C2=C(C(OCCN(C)C)C1=CC=CC=C1)C=CC(=C2)Br,333.07283,2444.0,258.0,0.0,0.0,2.0,4.0
1719,bromopride,1,C1=C(Br)C(=CC(=C1C(NCCN(CC)CC)=O)OC)N,343.08954,2446.0,300.0,0.0,2.0,4.0,2.8
1720,bromperidol-decanoate,1,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Br,573.22538,156321.0,665.0,0.0,0.0,5.0,7.9
1721,budesonide,1,[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4OC(O5)CCC)C)C(CO)=O,430.23553880,5281004.0,862.0,0.0,2.0,6.0,2.5
1722,budipine,1,C1=CC=CC=C1C3(C2=CC=CC=C2)CCN(C(C)(C)C)CC3,293.214349865,68778.0,313.0,0.0,0.0,1.0,5.2
1723,bufenadrine,1,C2=C(C(C1=CC=CC=C1)OCCN(C)C)C(=CC=C2)C(C)(C)C,311.224914549,21916.0,327.0,0.0,0.0,2.0,5.1
1724,buspirone,1,C1=NC(=NC=C1)N4CCN(CCCCN2C(CC3(CC2=O)CCCC3)=O)CC4,385.24777525,2477.0,529.0,0.0,0.0,6.0,2.6
1725,butalbital,1,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)C,224.11609238,2481.0,327.0,0.0,2.0,3.0,1.7
1726,butamoxane,1,C1=CC=CC2=C1OC(CNCCCC)CO2,221.141578849,20504.0,198.0,0.0,1.0,3.0,2.5
1727,butriptyline,1,C1=CC=CC3=C1C(C2=CC=CC=C2CC3)CC(CN(C)C)C,293.214349865,21772.0,313.0,0.0,0.0,1.0,5.1
1728,carbenzide,1,C1=CC=CC=C1C(NNC(OCC)=O)C,208.121177757,18608.0,191.0,0.0,2.0,3.0,2.0
1729,carbocloral,1,C(OC(NC(C(Cl)(Cl)Cl)O)=O)C,234.956976,10944.0,159.0,0.0,2.0,3.0,1.8
1730,carbromal,1,C(C(C(NC(N)=O)=O)(CC)Br)C,236.01604,6488.0,190.0,0.0,2.0,2.0,1.5
1731,carfentanil,1,C1=CC=CC=C1N(C3(CCN(CCC2=CC=CC=C2)CC3)C(OC)=O)C(CC)=O,394.22564282,62156.0,530.0,0.0,0.0,4.0,3.8
1732,carpipramine,1,C1=CC=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5,446.30456185,2580.0,616.0,0.0,1.0,4.0,4.5
