smile;p_np
C1=CC(=CC=C1C(CCCN2CC3N(CC2)CCC3)=O)F;1
CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4;0
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1;0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O;1
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34;1
C3=C(C2=CC=C(N1CCC(O)CC1)N=N2)C(=CC(=C3)Cl)Cl;1
OCC(O)C(O)C(O)C(O)CO;0
CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccc(cc3)C4=NCCCN4)C2=O)C(O)=O;0
C1=C(F)C=CC2=C1C3=C([NH]2)CCN(C3)CCCC4=CN=CC=C4;1
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23;0
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4;0
[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3;0
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O;0
C2=C(C1=CC=NC=C1)OC3=C2C=CC=C3;1
C1=CC=CC2=C1N(C(=O)N2)CCCN4CCC(C(C3=CC=C(F)C=C3)=O)CC4;1
CSc1ccc2Sc3ccccc3N(CCC4CCCNC4)c2c1;1
CC/C=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3csc(N)n3;0
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O)[N+]([O-])=O;0
C[C@H](N)[C@H](O)c1cccc(O)c1;0
CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2;0
C1=C4C(=C2C(=C1F)SC=C2C)C3=C(CCN(C3)CC)[NH]4;1
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3sccc3)C(=O)N12)CSc4[nH]ncn4;0
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O;0
CC(COc1ccccc1)N(CCCl)Cc2ccccc2;0
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cn3nnc(C)n3)/c4csc(N)n4;0
[C@@]23([C@H]([C@H]1[C@H](OC(O1)(C)C)CO2)OC(O3)(C)C)CO[S](N)(=O)=O;1
C1=C(Cl)C=CC2=C1C(N(CC(=O)N2C)C(N)=O)C3=CC=CC=C3;1
C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(C)=O;0
CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1;1
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3;1
C1=CC=CC3=C1C(C2=C(C=CC=C2)C3O)=C4CCN(C)CC4;1
FC(F)OC(Cl)C(F)(F)F;1
CC(C(C1CCCCC1)O)C;1
C1=C(CC\C(CN)=C/F)C=CC(=C1)F;1
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO;0
FC(F)(F)COC=C;1
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F;1
CC1(C)SC2C(NC(=O)CSc3ccccc3)C(=O)N2C1C(O)=O;0
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4;0
C1=CC=CC2=C1N(C3=C(S2)C=CC=C3)CC(C)N(C)C;1
CC1C2CC(OC(C)=O)\C=C\C(=C\CC(O)/C=C/C(=C/C(NC(=O)C(C)=O)C(C)(C(=O)O2)C1=O)C)C;0
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O;0
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F;0
[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C([C@@H](C(CC1)OC(C)=O)Br)[C@@H](C2)Br)C)CC3)CC[C@@H]4[C@@H](CCCC(C)C)C)C;1
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1;0
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C;0
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3;0
c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1;1
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12;1
O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1;0
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C;1
c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl;1
CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2;0
C1=CC=CC2=C1C(=C[NH]2)CC(CC)N;1
c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)C[N@](CC1)C)O;1
C1=CC=CC=C1C2OC(=NC2=O)N(C)C;1
C1=C(Cl)C=CC2=C1C(=NCC(=S)N2C)C3=CC=CC=C3;1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O;0
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O;0
Cc1cccc(Nc2ccccc2C(O)=O)c1C;0
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(C)=O)/c3occc3;0
[C@H]24[C@H]1[C@@]([C@@H](C(CO)=O)[C@@H](C1)C)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)F)C)O)C;1
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O;0
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)C(CN(C)C)=O;1
C2=C(N1CC(CO)OC1=O)C=CC=C2C;1
[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O;1
CNCCCC1c2ccccc2C=Cc3ccccc13;1
C(C(COC(C(Cl)(Cl)Cl)O)(COC(C(Cl)(Cl)Cl)O)COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O;1
